Architecture,6-LUTs,FPGA Size,Device Utilization,IO Utilization,CLB Utilization,Number of Nets,CLBs,Total Wirelength,Total Logic Block Area,Total Used Logic Block Area,Total Routing Area,Per Logic Tile,Critical Path,Maximum Routing Channel Utilization,Maximum Routing Channel Coordinate
vib_new_1292,12276,50x50,0.75,N/A,N/A,N/A,N/A,234010,1.47946,1.0756,2.97040e+07,2.97040,9.91569,0.8,"31,21"
vib_new_66,12276,50x50,0.75,N/A,N/A,N/A,N/A,316152,1.47946,1.0756,2.15733e+07,2.15733,11.0397,0.88,"32,34"
vib_new_1004,12276,50x50,0.75,N/A,N/A,N/A,N/A,259283,1.47946,1.0756,2.78045e+07,2.78045,8.95935,0.65,"36,14"
vib_new_774,12276,50x50,0.75,N/A,N/A,N/A,N/A,280712,1.47946,1.0756,2.33362e+07,2.33362,10.8895,0.73,"34,26"
vib_new_128,12276,50x50,0.75,N/A,N/A,N/A,N/A,226370,1.47946,1.0756,2.68332e+07,2.68332,10.021,0.74,"31,23"
vib_new_1382,12276,50x50,0.75,N/A,N/A,N/A,N/A,220609,1.47946,1.0756,2.94851e+07,2.94851,9.79962,0.62,"32,17"
vib_new_10,12276,50x50,0.75,N/A,N/A,N/A,N/A,348112,1.47946,1.0756,2.31298e+07,2.31298,10.6183,0.79,"31,24"
vib_new_749,12276,50x50,0.75,N/A,N/A,N/A,N/A,313392,1.47946,1.0756,2.71467e+07,2.71467,9.26875,0.67,"37,17"
vib_new_712,12276,50x50,0.75,N/A,N/A,N/A,N/A,208109,1.47946,1.0756,3.25047e+07,3.25047,10.3823,0.52,"30,20"
vib_new_368,12276,50x50,0.75,N/A,N/A,N/A,N/A,252922,1.47946,1.0756,3.07146e+07,3.07146,10.1077,0.62,"28,36"
vib_new_1001,12276,50x50,0.75,N/A,N/A,N/A,N/A,256924,1.47946,1.0756,3.13372e+07,3.13372,10.2304,0.63,"28,25"
vib_new_993,12276,50x50,0.75,N/A,N/A,N/A,N/A,245390,1.47946,1.0756,2.91168e+07,2.91168,9.64846,0.71,"30,19"
vib_new_80,12276,50x50,0.75,N/A,N/A,N/A,N/A,259882,1.47946,1.0756,2.88484e+07,2.88484,10.1248,0.52,"26,24"
vib_new_407,12276,50x50,0.75,N/A,N/A,N/A,N/A,290577,1.47946,1.0756,3.38679e+07,3.38679,10.5806,0.65,"26,25"
vib_new_371,12276,50x50,0.75,N/A,N/A,N/A,N/A,230249,1.47946,1.0756,3.30650e+07,3.30650,10.1159,0.53,"31,24"
vib_new_384,12276,50x50,0.75,N/A,N/A,N/A,N/A,231632,1.47946,1.0756,2.92993e+07,2.92993,9.65363,0.6,"27,23"
vib_new_1453,12276,50x50,0.75,N/A,N/A,N/A,N/A,241105,1.47946,1.0756,2.99589e+07,2.99589,9.94456,0.67,"37,15"
vib_new_722,12276,50x50,0.75,N/A,N/A,N/A,N/A,255369,1.47946,1.0756,2.84197e+07,2.84197,9.72267,0.68,"31,21"
vib_new_158,12276,50x50,0.75,N/A,N/A,N/A,N/A,271530,1.47946,1.0756,2.65193e+07,2.65193,9.69268,0.69,"28,23"
vib_new_1088,12276,50x50,0.75,N/A,N/A,N/A,N/A,304568,1.47946,1.0756,2.30077e+07,2.30077,9.43507,0.72,"39,13"
vib_new_113,12276,50x50,0.75,N/A,N/A,N/A,N/A,288088,1.47946,1.0756,2.92133e+07,2.92133,9.89679,0.57,"26,19"
vib_new_495,12276,50x50,0.75,N/A,N/A,N/A,N/A,239943,1.47946,1.0756,2.68497e+07,2.68497,9.53498,0.64,"23,27"
